Date,Currency,Mean,Buy,Sell
12/27/2017,EURO,122.1633,122.0344444,122.2922222
12/27/2017,USHS,35.1085,35.02597927,35.19110943
12/27/2017,TSHS,21.7015,21.63198277,21.77110026
12/27/2017,RWF,8.1464,8.104530892,8.188244814
12/27/2017,BIF,17.1166,16.97868354,17.25442236
12/28/2017,US DOLLAR,103.1528,103.0527778,103.2527778
12/28/2017,STG POUND,138.4867,138.3366667,138.6366667
12/28/2017,EURO,122.7364,122.6022222,122.8705556
12/28/2017,USHS,35.1421,35.05958946,35.22466913
12/28/2017,TSHS,21.7154,21.64590676,21.78495377
12/28/2017,RWF,8.2645,8.178472465,8.35047845
12/28/2017,BIF,17.0289,16.92893923,17.12889296
12/29/2017,US DOLLAR,103.2317,103.1316667,103.3316667
12/29/2017,STG POUND,138.7531,138.6027778,138.9033333
12/29/2017,EURO,123.2797,123.1466667,123.4127778
12/29/2017,USHS,35.2121,35.12959886,35.29468802
12/29/2017,TSHS,21.6988,21.62938112,21.76828973
12/29/2017,RWF,8.3185,8.298133841,8.338854862
12/29/2017,BIF,17.099,16.96130583,17.23660693
1/2/2018,US DOLLAR,103.2944,103.1944444,103.3944444
1/2/2018,STG POUND,139.6533,139.5016667,139.805
1/2/2018,EURO,123.8564,123.72,123.9927778
1/2/2018,USHS,35.2198,35.1372844,35.30228802
1/2/2018,TSHS,21.6856,21.61624846,21.75504711
1/2/2018,RWF,8.1318,8.090086508,8.173598923
1/2/2018,BIF,17.0878,16.95023373,17.2253459
1/3/2018,US DOLLAR,103.3522,103.2522222,103.4522222
1/3/2018,STG POUND,140.0983,139.9461111,140.2505556
1/3/2018,EURO,124.5572,124.4294444,124.685
1/3/2018,USHS,35.2194,35.13699292,35.30190364
1/3/2018,TSHS,21.6638,21.59450954,21.73318842
1/3/2018,RWF,8.1288,8.087114825,8.170574752
1/3/2018,BIF,17.079,16.94154038,17.21648175
1/4/2018,US DOLLAR,103.4389,103.3388889,103.5388889
1/4/2018,STG POUND,140.1914,140.0394444,140.3433333
1/4/2018,EURO,124.3853,124.2522222,124.5183333
1/4/2018,USHS,35.2093,35.12689811,35.29165099
1/4/2018,TSHS,21.6264,21.55711756,21.69560776
1/4/2018,RWF,8.1236,8.081890862,8.165270684
1/4/2018,BIF,17.0658,16.92842196,17.20310736
1/5/2018,US DOLLAR,103.2761,103.1761111,103.3761111
1/5/2018,STG POUND,139.8347,139.6777778,139.9916667
1/5/2018,EURO,124.5483,124.4144444,124.6822222
1/5/2018,USHS,35.3422,35.25959683,35.42486687
1/5/2018,TSHS,21.6798,21.61040859,21.74922059
1/5/2018,RWF,8.1367,8.094906947,8.178443546
1/5/2018,BIF,17.0943,16.95672222,17.23189584
1/8/2018,US DOLLAR,103.2606,103.1605556,103.3605556
1/8/2018,STG POUND,140.0425,139.8966667,140.1883333
1/8/2018,EURO,124.4436,124.3083333,124.5788889
1/8/2018,USHS,35.3379,35.25522846,35.42051495
1/8/2018,TSHS,21.6928,21.62333579,21.76219378
1/8/2018,RWF,8.139,8.09718945,8.18074307
1/8/2018,BIF,17.0226,16.93595773,17.10925257
1/9/2018,US DOLLAR,103.215,103.115,103.315
1/9/2018,STG POUND,139.7878,139.6316667,139.9438889
1/9/2018,EURO,123.5175,123.3794444,123.6555556
1/9/2018,USHS,35.4504,35.35788608,35.54284052
1/9/2018,TSHS,21.6927,21.62319121,21.76211027
1/9/2018,RWF,8.1439,8.102114891,8.185714978
1/9/2018,BIF,17.1073,16.96965591,17.2450177
1/10/2018,US DOLLAR,103.1778,103.0777778,103.2777778
1/10/2018,STG POUND,139.5822,139.4322222,139.7322222
1/10/2018,EURO,123.0953,122.9655556,123.225
1/10/2018,USHS,35.4341,35.35126412,35.51686968
1/10/2018,TSHS,21.7586,21.68908015,21.82817721
1/10/2018,RWF,8.1483,8.106487359,8.190126118
1/10/2018,BIF,17.1135,16.97577192,17.25124501
1/11/2018,US DOLLAR,103.1433,103.0433333,103.2433333
1/11/2018,STG POUND,139.5222,139.3711111,139.6733333
1/11/2018,EURO,123.6956,123.5622222,123.8288889
1/11/2018,USHS,35.4847,35.40180157,35.56756057
1/11/2018,TSHS,21.7174,21.64788687,21.78695047
1/11/2018,RWF,8.1528,8.110935331,8.194610682
1/11/2018,BIF,17.1215,16.98366319,17.25924368
1/12/2018,US DOLLAR,103.0933,102.9933333,103.1933333
1/12/2018,STG POUND,139.5086,139.3522222,139.665
1/12/2018,EURO,123.3736,123.2411111,123.5061111
1/12/2018,USHS,35.4049,35.32204923,35.48773383
1/12/2018,TSHS,21.7813,21.71651915,21.84607418
1/12/2018,RWF,8.1579,8.116028167,8.199754029
1/12/2018,BIF,17.1312,16.99334582,17.2690789
1/15/2018,US DOLLAR,103.0667,102.9666667,103.1666667
1/15/2018,STG POUND,140.7203,140.5672222,140.8733333
1/15/2018,EURO,125.015,124.8788889,125.1511111
1/15/2018,USHS,35.4141,35.33117932,35.49692457
1/15/2018,TSHS,21.7869,21.72213247,21.85173195
1/15/2018,RWF,8.1613,8.119386107,8.203140175
1/15/2018,BIF,17.1368,16.99890145,17.27471674
1/16/2018,US DOLLAR,103.0583,102.9611111,103.1555556
1/16/2018,STG POUND,141.9925,141.8461111,142.1388889
1/16/2018,EURO,126.4378,126.3077778,126.5677778
1/16/2018,USHS,35.3199,35.23804395,35.40171586
1/16/2018,TSHS,21.745,21.67600172,21.8140614
1/16/2018,RWF,8.3391,8.325581646,8.352668213
1/16/2018,BIF,17.0588,16.97523697,17.14239465
1/17/2018,US DOLLAR,103.0361,102.9361111,103.1361111
1/17/2018,STG POUND,141.7922,141.6372222,141.9472222
1/17/2018,EURO,125.7781,125.6411111,125.915
1/17/2018,USHS,35.3178,35.23499152,35.40059908
1/17/2018,TSHS,21.7594,21.68978427,21.82907413
1/17/2018,RWF,8.2012,8.047617765,8.354696818
1/17/2018,BIF,17.1446,17.00665248,17.2825647
1/18/2018,US DOLLAR,102.8883,102.7883333,102.9883333
1/18/2018,STG POUND,141.9294,141.7783333,142.0805556
1/18/2018,EURO,125.72,125.5816667,125.8583333
1/18/2018,USHS,35.3296,35.24671079,35.41257925
1/18/2018,TSHS,21.849,21.80829544,21.88964377
1/18/2018,RWF,8.3542,8.341624456,8.366708284
1/18/2018,BIF,17.0891,17.0069749,17.17120944
1/19/2018,US DOLLAR,102.9083,102.8083,103.0083
1/19/2018,STG POUND,142.7011,142.5517,142.8506
1/19/2018,EURO,125.9192,125.7817,126.0567
1/19/2018,USHS,35.3131,35.2302,35.396
1/19/2018,TSHS,21.835,21.7652,21.9048
1/19/2018,RWF,8.3531,8.3411,8.3651
1/19/2018,BIF,17.0877,17.0075,17.1679
1/22/2018,US DOLLAR,102.8681,102.7694444,102.9666667
1/22/2018,STG POUND,142.6919,142.5527778,142.8311111
1/22/2018,EURO,126.0328,125.9033333,126.1622222
1/22/2018,USHS,35.288,35.20556815,35.37043544
1/22/2018,TSHS,21.8533,21.78374879,21.92285861
1/22/2018,RWF,8.3563,8.344448041,8.368246074
1/22/2018,BIF,17.0944,17.01434121,17.17436549
1/23/2018,STG POUND,142.8383,142.6888889,142.9877778
1/23/2018,EURO,125.8225,125.6883333,125.9566667
1/23/2018,USHS,35.336,35.2443883,35.42762517
1/23/2018,TSHS,21.8807,21.80546108,21.95597117
1/23/2018,RWF,8.3643,8.351374988,8.377167349
1/23/2018,BIF,17.1092,17.02565348,17.19267485
1/23/2018,US DOLLAR,102.785,102.66,102.91
1/24/2018,US DOLLAR,102.5556,102.4555556,102.6555556
1/24/2018,STG POUND,143.6206,143.4622222,143.7788889
1/24/2018,EURO,125.9764,125.8438889,126.1088889
1/24/2018,USHS,35.3955,35.31226323,35.47879839
1/24/2018,TSHS,21.9199,21.84976729,21.99002277
1/24/2018,RWF,8.2102,8.168091785,8.252358746
1/24/2018,BIF,17.2308,17.09210954,17.3694827
1/25/2018,US DOLLAR,102.3394,102.2394444,102.4394444
1/25/2018,STG POUND,145.2364,145.0755556,145.3972222
1/25/2018,EURO,126.5989,126.4622222,126.7355556
1/25/2018,USHS,35.4898,35.40628339,35.57335449
1/25/2018,TSHS,21.9955,21.93491006,22.05606664
1/25/2018,RWF,8.2292,8.186983096,8.271465134
1/25/2018,BIF,17.2672,17.12816786,17.40619787
1/26/2018,US DOLLAR,102.3667,102.2666667,102.4666667
1/26/2018,STG POUND,146.5406,146.38,146.7011111
1/26/2018,EURO,128.0486,127.9072222,128.19
1/26/2018,USHS,35.4901,35.4066363,35.57366362
1/26/2018,TSHS,21.9896,21.92908263,22.05019557
1/26/2018,RWF,8.2281,8.185881588,8.270338983
1/26/2018,BIF,17.2658,17.126838,17.4047914
1/29/2018,US DOLLAR,102.3533,102.2533333,102.4533333
1/29/2018,STG POUND,145.7842,145.6272222,145.9411111
1/29/2018,EURO,127.4286,127.2894444,127.5677778
1/29/2018,USHS,35.485,35.4014836,35.56852262
1/29/2018,TSHS,21.9632,21.89289433,22.03351154
1/29/2018,RWF,8.2305,8.188313378,8.272786543
1/29/2018,BIF,17.2709,17.13189745,17.40989699
1/30/2018,US DOLLAR,102.3611,102.2583333,102.4638889
1/30/2018,STG POUND,144.0839,143.9277778,144.24
1/30/2018,EURO,126.6119,126.4722222,126.7516667
1/30/2018,USHS,35.4139,35.32951989,35.49832939
1/30/2018,TSHS,21.942,21.87111991,22.01287589
1/30/2018,RWF,8.4264,8.393884024,8.458968299
1/30/2018,BIF,17.1761,17.09197278,17.26020699
1/31/2018,US DOLLAR,102.3572,102.2572222,102.4572222
1/31/2018,STG POUND,144.6625,144.51,144.815
1/31/2018,EURO,127.2392,127.0988889,127.3794444
1/31/2018,USHS,35.386,35.30253819,35.46937733
1/31/2018,TSHS,22.0014,21.95062438,22.05223212
1/31/2018,RWF,8.4271,8.395211009,8.459060213
1/31/2018,BIF,17.1778,17.09513455,17.26039454
2/1/2018,US DOLLAR,101.9917,101.8916667,102.0916667
2/1/2018,STG POUND,144.7572,144.5994444,144.915
2/1/2018,EURO,127.1589,127.0238889,127.2938889
2/1/2018,USHS,35.5226,35.43873969,35.60644475
2/1/2018,TSHS,22.0313,21.96065627,22.10190562
2/1/2018,RWF,8.2624,8.219965717,8.304800851
2/1/2018,BIF,17.3344,17.19484124,17.47395109
2/2/2018,US DOLLAR,101.9222,101.8222222,102.0222222
2/2/2018,STG POUND,144.9269,144.7688889,145.085
2/2/2018,EURO,126.8842,126.745,127.0233333
2/2/2018,USHS,35.537,35.45306034,35.6209079
2/2/2018,TSHS,22.0561,21.98540623,22.12680052
2/2/2018,RWF,8.268,8.22556088,8.310464863
2/2/2018,BIF,17.3479,17.20821172,17.48753819
2/5/2018,US DOLLAR,101.7361,101.6361111,101.8361111
2/5/2018,STG POUND,144.1894,144.0305556,144.3483333
2/5/2018,EURO,126.7564,126.6155556,126.8972222
2/5/2018,USHS,35.6806,35.59641035,35.76484736
2/5/2018,TSHS,22.0965,22.02558577,22.16731805
2/5/2018,RWF,8.4721,8.431684897,8.512525622
2/5/2018,BIF,17.2772,17.18506315,17.36941704
2/6/2018,US DOLLAR,101.3639,101.2638889,101.4638889
2/6/2018,STG POUND,141.9897,141.8322222,142.1472222
2/6/2018,EURO,125.9044,125.7677778,126.0411111
2/6/2018,USHS,35.8412,35.75656364,35.92593609
2/6/2018,TSHS,22.1875,22.11624278,22.25867508
2/6/2018,RWF,8.5116,8.481244011,8.542038129
2/6/2018,BIF,17.3475,17.2653544,17.42970786
2/7/2018,US DOLLAR,101.3061,101.2061111,101.4061111
2/7/2018,STG POUND,140.5178,140.3566667,140.6788889
2/7/2018,EURO,125.0078,124.8733333,125.1422222
2/7/2018,USHS,35.911,35.82624321,35.99585005
2/7/2018,TSHS,22.1705,22.09925985,22.2417399
2/7/2018,RWF,8.517,8.487062472,8.546914712
2/7/2018,BIF,17.456,17.31542587,17.59666467
2/8/2018,STG POUND,140.4975,140.3466667,140.6483333
2/8/2018,EURO,124.6497,124.5144,124.785
2/8/2018,USHS,36.008,35.9228529,36.09315642
2/8/2018,TSHS,22.2959,22.22429804,22.36745031
2/8/2018,RWF,8.3482,8.30528051,8.391113803
2/8/2018,BIF,17.5089,17.36778944,17.64996972
2/8/2018,US DOLLAR,101.0056,100.9055556,101.1055556
2/9/2018,US DOLLAR,100.7956,100.6955556,100.8955556
2/9/2018,STG POUND,140.5611,140.3811111,140.7411111
2/9/2018,EURO,123.5844,123.44,123.7288889
2/9/2018,USHS,36.0136,35.92824263,36.09891201
2/9/2018,TSHS,22.3621,22.33002225,22.39423565
2/9/2018,RWF,8.4165,8.323855252,8.509213691
2/9/2018,BIF,17.5467,17.40532564,17.68816896
2/12/2018,US DOLLAR,100.8483,100.7483333,100.9483333
2/12/2018,STG POUND,139.4717,139.3172222,139.6261111
2/12/2018,EURO,123.6786,123.5427778,123.8144444
2/12/2018,USHS,36.0443,35.95898892,36.12962994
2/12/2018,TSHS,22.3504,22.31834767,22.38250426
2/12/2018,RWF,8.5575,8.529313675,8.585749971
2/12/2018,BIF,17.4433,17.36769635,17.51890023
2/13/2018,US DOLLAR,101.0361,100.9361111,101.1361111
2/13/2018,STG POUND,139.6033,139.4483333,139.7583333
2/13/2018,EURO,123.7269,123.5811111,123.8727778
2/13/2018,USHS,35.9971,35.912,36.08223023
2/13/2018,TSHS,22.3287,22.25713423,22.40030823
2/13/2018,RWF,8.5423,8.514762833,8.569777362
2/13/2018,BIF,17.416,17.3457332,17.48630872
2/14/2018,US DOLLAR,101.2333,101.1333333,101.3333333
2/14/2018,STG POUND,140.4956,140.3388889,140.6522222
2/14/2018,EURO,124.9364,124.8005556,125.0722222
2/14/2018,USHS,36.0356,35.95065789,36.12063283
2/14/2018,TSHS,22.2556,22.18421053,22.32696111
2/14/2018,RWF,8.3835,8.29125,8.475741595
2/14/2018,BIF,17.4748,17.33407895,17.61555702
2/15/2018,US DOLLAR,101.2167,101.1166667,101.3166667
2/15/2018,STG POUND,139.8058,139.6477778,139.9638889
2/15/2018,EURO,124.4297,124.2911111,124.5683333
2/15/2018,USHS,35.897,35.79243297,36.00158233
2/15/2018,TSHS,22.2691,22.19772989,22.34053074
2/15/2018,RWF,8.5281,8.501661457,8.554475029
2/15/2018,BIF,17.385,17.31482152,17.45508489
2/16/2018,US DOLLAR,101.2517,101.1516667,101.3516667
2/16/2018,STG POUND,142.5172,142.3611111,142.6733333
2/16/2018,EURO,126.3703,126.2327778,126.5077778
2/16/2018,USHS,35.9007,35.81588857,35.98556623
2/16/2018,TSHS,22.2417,22.17033103,22.31302829
2/16/2018,RWF,8.3835,8.291230205,8.475688323
2/16/2018,BIF,17.4741,17.33341007,17.61483581
2/19/2018,US DOLLAR,101.3083,101.2083333,101.4083333
2/19/2018,STG POUND,142.0814,141.925,142.2377778
2/19/2018,EURO,126.1883,126.0461111,126.3305556
2/19/2018,USHS,35.8806,35.79587476,35.96541787
2/19/2018,TSHS,22.2391,22.16780343,22.31041581
2/19/2018,RWF,8.5215,8.496343167,8.546727048
2/19/2018,BIF,17.3699,17.30045197,17.43927542
2/20/2018,US DOLLAR,101.3,101.2,101.4
2/20/2018,STG POUND,141.5211,141.3655556,141.6766667
2/20/2018,EURO,125.4608,125.3261111,125.5955556
2/20/2018,USHS,35.8244,35.73964497,35.90909091
2/20/2018,TSHS,22.2212,22.14990138,22.29249012
2/20/2018,RWF,8.3824,8.290236686,8.474604743
2/20/2018,BIF,17.469,17.32840237,17.60968379
2/21/2018,US DOLLAR,101.2972,101.1972222,101.3972222
2/21/2018,STG POUND,141.8919,141.7366667,142.0472222
2/21/2018,EURO,125.0372,124.8961111,125.1783333
2/21/2018,USHS,35.8648,35.78007287,35.94960336
2/21/2018,TSHS,22.2317,22.16037038,22.30298372
2/21/2018,RWF,8.3833,8.291154152,8.475529082
2/21/2018,BIF,17.4715,17.33084952,17.6121435
2/22/2018,US DOLLAR,101.4683,101.3572222,101.5794444
2/22/2018,STG POUND,141.3311,141.1716667,141.4905556
2/22/2018,EURO,124.9933,124.8511111,125.1355556
2/22/2018,USHS,35.8734,35.78479898,35.96191687
2/22/2018,TSHS,22.1942,22.12061714,22.26777679
2/22/2018,RWF,8.5098,8.485378166,8.534172317
2/22/2018,BIF,17.3409,17.26815902,17.41365796
2/23/2018,US DOLLAR,101.7322,101.635,101.8294444
2/23/2018,STG POUND,141.5514,141.3944444,141.7083333
2/23/2018,EURO,125.3636,125.2233333,125.5038889
2/23/2018,USHS,35.9277,35.84424937,36.01121661
2/23/2018,TSHS,22.1366,22.06630913,22.20691691
2/23/2018,RWF,8.4883,8.465822481,8.510847641
2/23/2018,BIF,17.2965,17.22684445,17.36606484
2/26/2018,US DOLLAR,101.8322,101.7322222,101.9322222
2/26/2018,STG POUND,142.4147,142.2583333,142.5711111
2/26/2018,EURO,125.2686,125.1294444,125.4077778
2/26/2018,USHS,35.9317,35.83753911,36.02595048
2/26/2018,TSHS,22.0952,22.0244389,22.16603502
2/26/2018,RWF,8.4718,8.439137117,8.504483448
2/26/2018,BIF,17.2744,17.19230643,17.35644775
2/27/2018,US DOLLAR,101.7417,101.6416667,101.8416667
2/27/2018,STG POUND,142.7322,142.5677778,142.8966667
2/27/2018,EURO,125.3539,125.2166667,125.4911111
2/27/2018,USHS,35.8743,35.79468129,35.95385751
2/27/2018,TSHS,22.1346,22.06366091,22.20546036
2/27/2018,RWF,8.4884,8.46657393,8.510289415
2/27/2018,BIF,17.296,17.22713362,17.3649258
2/28/2018,US DOLLAR,101.6167,101.5166667,101.7166667
2/28/2018,STG POUND,141.5794,141.4222222,141.7366667
2/28/2018,EURO,125.0211,124.8827778,125.1594444
2/28/2018,USHS,35.9194,35.83483533,36.00394024
2/28/2018,TSHS,22.1519,22.0809438,22.2229519
2/28/2018,RWF,8.3643,8.272390628,8.456148416
2/28/2018,BIF,17.4252,17.28507291,17.56539156
3/1/2018,US DOLLAR,101.3833,101.2861111,101.4805556
3/1/2018,STG POUND,140.1697,140.0166667,140.3227778
3/1/2018,EURO,123.8614,123.7294444,123.9933333
3/1/2018,USHS,36.0021,35.91821093,36.08589529
3/1/2018,TSHS,22.2128,22.14217283,22.28341058
3/1/2018,RWF,8.3856,8.293707059,8.477470312
3/1/2018,BIF,17.4668,17.32676758,17.60685627
3/2/2018,US DOLLAR,101.2858,101.1888889,101.3827778
3/2/2018,STG POUND,139.2331,139.0838889,139.3822222
3/2/2018,EURO,123.3061,123.1716667,123.4405556
3/2/2018,USHS,35.9873,35.90353391,36.07115406
3/2/2018,TSHS,22.244,22.17339127,22.31470298
3/2/2018,RWF,8.5299,8.511406167,8.548369386
3/2/2018,BIF,17.3761,17.30964606,17.44262655
3/5/2018,US DOLLAR,101.3222,101.225,101.4194444
3/5/2018,STG POUND,139.6283,139.4777778,139.7788889
3/5/2018,EURO,124.7306,124.6016667,124.8594444
3/5/2018,USHS,35.9744,35.89055353,36.058286
3/5/2018,TSHS,22.3051,22.23439511,22.37589528
3/5/2018,RWF,8.5276,8.509808003,8.545319832
3/5/2018,BIF,17.3699,17.30348662,17.43640405
3/6/2018,US DOLLAR,101.3267,101.2294444,101.4238889
3/6/2018,STG POUND,139.9192,139.7705556,140.0677778
3/6/2018,EURO,124.7708,124.6377778,124.9038889
3/6/2018,USHS,36.0419,35.95799806,36.12585271
3/6/2018,TSHS,22.245,22.17426313,22.31564158
3/6/2018,RWF,8.394,8.302087499,8.485969717
3/6/2018,BIF,17.4804,17.34029349,17.62056494
3/7/2018,US DOLLAR,101.3078,101.2105556,101.405
3/7/2018,STG POUND,140.8872,140.7311111,141.0433333
3/7/2018,EURO,125.6867,125.5466667,125.8266667
3/7/2018,USHS,35.9993,35.91538879,36.0831929
3/7/2018,TSHS,22.3182,22.25728514,22.3790887
3/7/2018,RWF,8.3956,8.303633943,8.48755345
3/7/2018,BIF,17.4857,17.34549578,17.62582954
3/8/2018,US DOLLAR,101.2933,101.1933333,101.3933333
3/8/2018,STG POUND,140.4456,140.2866667,140.6044444
3/8/2018,EURO,125.7653,125.6255556,125.905
3/8/2018,USHS,36.118,36.01814715,36.21780091
3/8/2018,TSHS,22.2523,22.18094549,22.32360498
3/8/2018,RWF,8.5317,8.515352752,8.547993939
3/8/2018,BIF,17.3758,17.30971793,17.44186047
3/9/2018,US DOLLAR,101.2,101.1055556,101.2944444
3/9/2018,STG POUND,140.4514,140.2972222,140.6055556
3/9/2018,EURO,125.4539,125.3238889,125.5838889
3/9/2018,USHS,36.1513,36.05330993,36.24924446
3/9/2018,TSHS,22.2678,22.20259968,22.33309523
3/9/2018,RWF,8.5402,8.524949268,8.555415133
3/9/2018,BIF,17.3918,17.32661657,17.45700313
3/12/2018,US DOLLAR,101.1472,101.0472222,101.2472222
3/12/2018,STG POUND,139.9403,139.7827778,140.0977778
3/12/2018,EURO,124.3592,124.2205556,124.4977778
3/12/2018,USHS,36.1603,36.05037175,36.27017071
3/12/2018,TSHS,22.2943,22.2228319,22.36578058
3/12/2018,RWF,8.5453,8.530308102,8.56035407
3/12/2018,BIF,17.4009,17.3346978,17.46708085
3/13/2018,US DOLLAR,101.2889,101.1888889,101.3888889
3/13/2018,STG POUND,140.6681,140.5177778,140.8183333
3/13/2018,EURO,124.7942,124.6583333,124.93
3/13/2018,USHS,36.0356,35.95068493,36.1205666
3/13/2018,TSHS,22.3174,22.2509589,22.38388053
3/13/2018,RWF,8.5339,8.519473973,8.548369386
3/13/2018,BIF,17.3767,17.31087123,17.44262655
3/14/2018,US DOLLAR,101.2744,101.1744444,101.3744444
3/14/2018,STG POUND,141.4219,141.2805556,141.5633333
3/14/2018,EURO,124.6347,124.4994444,124.77
3/14/2018,USHS,36.1296,36.04458717,36.21467872
3/14/2018,TSHS,22.2663,22.19494284,22.33765663
3/14/2018,RWF,8.405,8.312745925,8.497205047
3/14/2018,BIF,17.4969,17.35614937,17.6375567
3/15/2018,US DOLLAR,101.26,101.16,101.36
3/15/2018,STG POUND,140.6781,140.5283333,140.8277778
3/15/2018,EURO,124.8658,124.73,125.0016667
3/15/2018,USHS,36.1348,36.04972376,36.21984974
3/15/2018,TSHS,22.2695,22.19810576,22.34084618
3/15/2018,RWF,8.4062,8.313930545,8.498418347
3/15/2018,BIF,17.4993,17.35862273,17.64007513
3/16/2018,US DOLLAR,101.2867,101.1866667,101.3866667
3/16/2018,STG POUND,141.4242,141.2688889,141.5794444
3/16/2018,EURO,125.0631,124.9272222,125.1988889
3/16/2018,USHS,36.1253,36.04024198,36.21030439
3/16/2018,TSHS,22.2735,22.20213046,22.34484122
3/16/2018,RWF,8.4064,8.314209627,8.498649361
3/16/2018,BIF,17.4968,17.35612835,17.63750165
3/19/2018,US DOLLAR,101.2783,101.1783333,101.3783333
3/19/2018,STG POUND,141.1953,141.0411111,141.3494444
3/19/2018,EURO,124.5211,124.3822222,124.66
3/19/2018,USHS,36.1381,36.05306854,36.22317031
3/19/2018,TSHS,22.2654,22.19409144,22.33679806
3/19/2018,RWF,8.5371,8.524997123,8.549261205
3/19/2018,BIF,17.499,17.35834416,17.639745
3/20/2018,US DOLLAR,101.2694,101.1694,101.3694
3/20/2018,STG POUND,142.3714,142.2122,142.5306
3/20/2018,EURO,124.6989,124.5683,124.8294
3/20/2018,USHS,36.1413,36.0562,36.2264
3/20/2018,TSHS,22.2871,22.2158,22.3585
3/20/2018,RWF,8.5385,8.5269,8.55
3/20/2018,BIF,17.3814,17.3169,17.446
3/21/2018,US DOLLAR,101.2667,101.1694444,101.3638889
3/21/2018,STG POUND,141.8433,141.6922222,141.9944444
3/21/2018,EURO,124.1914,124.0638889,124.3188889
3/21/2018,USHS,36.1669,36.10753336,36.22635293
3/21/2018,TSHS,22.2976,22.22685046,22.36841383
3/21/2018,RWF,8.5392,8.528480995,8.550012356
3/21/2018,BIF,17.3821,17.31829766,17.44597897
3/22/2018,US DOLLAR,101.0625,100.9666667,101.1583333
3/22/2018,STG POUND,142.1567,142.0066667,142.3066667
3/22/2018,EURO,123.5478,123.42,123.6755556
3/22/2018,USHS,36.24,36.18090452,36.29910862
3/22/2018,TSHS,22.3328,22.26213032,22.40343348
3/22/2018,RWF,8.5573,8.547491556,8.567183889
3/22/2018,BIF,17.4176,17.35427959,17.48101684
3/23/2018,US DOLLAR,100.9669,100.8683333,101.0655556
3/23/2018,STG POUND,142.3756,142.2161111,142.535
3/23/2018,EURO,124.2908,124.1522222,124.4294444
3/23/2018,USHS,36.2743,36.21411845,36.33449546
3/23/2018,TSHS,22.4084,22.36172341,22.45501561
3/23/2018,RWF,8.5662,8.55692125,8.575535764
3/23/2018,BIF,17.4344,17.37080443,17.49805853
3/26/2018,US DOLLAR,100.9625,100.8611111,101.0638889
3/26/2018,STG POUND,142.7678,142.6044444,142.9311111
3/26/2018,EURO,124.5708,124.4338889,124.7077778
3/26/2018,USHS,36.271,36.18503147,36.35692647
3/26/2018,TSHS,22.3549,22.28293434,22.42687965
3/26/2018,RWF,8.4412,8.348580381,8.533913522
3/26/2018,BIF,17.5592,17.41779402,17.7006775
3/27/2018,US DOLLAR,100.9083,100.8083333,101.0083333
3/27/2018,STG POUND,143.3761,143.2127778,143.5394444
3/27/2018,EURO,125.3178,125.1805556,125.455
3/27/2018,USHS,36.3697,36.28413497,36.4553195
3/27/2018,TSHS,22.4214,22.37439155,22.46838059
3/27/2018,RWF,8.4473,8.354657207,8.539869389
3/27/2018,BIF,17.5772,17.43588813,17.71847566
3/28/2018,US DOLLAR,100.8572,100.7572222,100.9572222
3/28/2018,STG POUND,142.7931,142.64,142.9461111
3/28/2018,EURO,125.1769,125.0383333,125.3155556
3/28/2018,USHS,36.3138,36.25297843,36.37456372
3/28/2018,TSHS,22.4327,22.38571892,22.47977812
3/28/2018,RWF,8.5755,8.566103355,8.584992529
3/28/2018,BIF,17.4534,17.38944437,17.5173547
3/29/2018,US DOLLAR,100.8472,100.7472222,100.9472222
3/29/2018,STG POUND,142.3133,142.1555556,142.4711111
3/29/2018,EURO,124.7408,124.605,124.8766667
3/29/2018,USHS,36.5157,36.45469305,36.57669084
3/29/2018,TSHS,22.3805,22.30868716,22.45223193
3/29/2018,RWF,8.5887,8.571687075,8.605696325
3/29/2018,BIF,17.4559,17.39275199,17.51909344
4/3/2018,STG POUND,141.8367,141.675,141.9983333
4/3/2018,EURO,124.4072,124.2683333,124.5461111
4/3/2018,USHS,36.573,36.48715551,36.65876647
4/3/2018,TSHS,22.3898,22.3180593,22.46155542
4/3/2018,RWF,8.4519,8.359271687,8.544518547
4/3/2018,BIF,17.581,17.43967215,17.72230612
4/3/2018,US DOLLAR,100.8944,100.7944444,100.9944444
4/4/2018,US DOLLAR,101.0656,100.9655556,101.1655556
4/4/2018,STG POUND,142.0122,141.8516667,142.1727778
4/4/2018,EURO,123.9878,123.8472222,124.1283333
4/4/2018,USHS,36.511,36.42544125,36.59663912
4/4/2018,TSHS,22.3865,22.33961933,22.43339313
4/4/2018,RWF,8.5715,8.555930872,8.587086905
4/4/2018,BIF,17.4194,17.35768652,17.48120921
4/5/2018,US DOLLAR,101.0606,100.9605556,101.1605556
4/5/2018,STG POUND,142.2386,142.0811111,142.3961111
4/5/2018,EURO,124.2628,124.125,124.4005556
4/5/2018,USHS,36.5376,36.476668,36.59845154
4/5/2018,TSHS,22.3876,22.34072349,22.43450412
4/5/2018,RWF,8.5725,8.557454981,8.587512175
4/5/2018,BIF,17.4208,17.35943412,17.48207496
4/6/2018,US DOLLAR,101.0278,100.9277778,101.1277778
4/6/2018,STG POUND,141.73,141.5766667,141.8833333
4/6/2018,EURO,123.8419,123.7022222,123.9816667
4/6/2018,USHS,36.5494,36.48849091,36.61033743
4/6/2018,TSHS,22.3702,22.29852222,22.44179006
4/6/2018,RWF,8.576,8.561609075,8.590301095
